ID,Timestamp,Brand,Type
739,9/13/2022,Xiaomi,PAID
718,9/12/2022,Xiaomi,PAID
720,9/12/2022,Itel,ORGANIC
721,9/12/2022,Xiaomi,ORGANIC
741,9/13/2022,Xiaomi,ORGANIC
726,9/13/2022,Samsung,ORGANIC
727,9/13/2022,Vivo,ORGANIC
742,9/13/2022,Xiaomi,ORGANIC
728,9/13/2022,Samsung,PAID
730,9/13/2022,Vivo,ORGANIC
731,9/13/2022,Samsung,ORGANIC
732,9/13/2022,Samsung,PAID
722,9/13/2022,Samsung,PAID
733,9/13/2022,Xiaomi,ORGANIC
735,9/13/2022,Infinix,PAID
736,9/13/2022,Samsung,ORGANIC
725,9/13/2022,OPPO,ORGANIC
738,9/13/2022,Tecno,PAID
737,9/13/2022,Samsung,ORGANIC
743,9/13/2022,Xiaomi,ORGANIC
744,9/13/2022,Samsung,ORGANIC
740,9/13/2022,Samsung,ORGANIC
745,9/13/2022,Samsung,ORGANIC
746,9/13/2022,Samsung,PAID
747,9/13/2022,Samsung,ORGANIC
2,9/13/2022,Vivo,ORGANIC
1,9/13/2022,Realme,ORGANIC
3,9/13/2022,Infinix,ORGANIC
719,9/12/2022,Nokia,PAID
4,9/14/2022,Samsung,ORGANIC
717,9/12/2022,Samsung,PAID
729,9/13/2022,Samsung,PAID
5,9/14/2022,Nokia,ORGANIC
6,9/14/2022,Itel,PAID
7,9/14/2022,Infinix,PAID
8,9/14/2022,Xiaomi,PAID
9,9/14/2022,Infinix,PAID
10,9/14/2022,Infinix,PAID
11,9/14/2022,Vivo,PAID
12,9/14/2022,Xiaomi,PAID
13,9/14/2022,Samsung,PAID
14,9/14/2022,Samsung,PAID
15,9/14/2022,Xiaomi,PAID
16,9/14/2022,Vivo,PAID
17,9/14/2022,Xiaomi,PAID
18,9/14/2022,Realme,PAID
734,9/13/2022,Samsung,PAID
723,9/13/2022,Xiaomi,PAID
724,9/13/2022,Xiaomi,ORGANIC
19,9/14/2022,Vivo,PAID
20,9/14/2022,Samsung,PAID
21,9/14/2022,Samsung,PAID
22,9/14/2022,Samsung,PAID
24,9/14/2022,Samsung,PAID
25,9/14/2022,Realme,PAID
51,9/14/2022,Xiaomi,PAID
27,9/14/2022,Nokia,ORGANIC
28,9/14/2022,Samsung,PAID
30,9/14/2022,Vivo,PAID
31,9/14/2022,Xiaomi,PAID
32,9/14/2022,Samsung,ORGANIC
29,9/14/2022,Samsung,PAID
33,9/14/2022,Nokia,PAID
52,9/14/2022,Vivo,PAID
36,9/14/2022,Xiaomi,PAID
38,9/14/2022,Xiaomi,ORGANIC
37,9/14/2022,Samsung,PAID
40,9/14/2022,Realme,PAID
41,9/14/2022,Samsung,PAID
42,9/14/2022,Samsung,PAID
43,9/14/2022,Infinix,PAID
53,9/14/2022,Infinix,PAID
44,9/14/2022,Infinix,ORGANIC
45,9/14/2022,Samsung,PAID
46,9/14/2022,Samsung,ORGANIC
39,9/14/2022,Samsung,PAID
47,9/14/2022,Infinix,PAID
48,9/14/2022,Xiaomi,ORGANIC
34,9/14/2022,Samsung,PAID
49,9/14/2022,Nokia,PAID
50,9/14/2022,Tecno,PAID
55,9/14/2022,Samsung,ORGANIC
26,9/14/2022,Samsung,ORGANIC
56,9/14/2022,Samsung,PAID
58,9/14/2022,Nokia,ORGANIC
63,9/14/2022,Xiaomi,PAID
59,9/14/2022,Samsung,PAID
57,9/14/2022,Samsung,PAID
60,9/14/2022,Vivo,PAID
61,9/14/2022,Xiaomi,PAID
65,9/14/2022,Tecno,PAID
67,9/14/2022,Vivo,PAID
68,9/14/2022,Itel,ORGANIC
62,9/14/2022,Tecno,PAID
64,9/14/2022,Vivo,PAID
69,9/14/2022,Vivo,ORGANIC
66,9/14/2022,Vivo,PAID
23,9/14/2022,Samsung,PAID
54,9/14/2022,Samsung,PAID
70,9/14/2022,Infinix,PAID
72,9/14/2022,Vivo,PAID
71,9/14/2022,Infinix,PAID
74,9/14/2022,Samsung,ORGANIC
95,9/14/2022,Samsung,PAID
75,9/14/2022,Xiaomi,ORGANIC
96,9/14/2022,Samsung,PAID
76,9/14/2022,Samsung,ORGANIC
97,9/15/2022,Samsung,PAID
77,9/14/2022,Nokia,ORGANIC
78,9/14/2022,Realme,ORGANIC
98,9/15/2022,Vivo,PAID
79,9/14/2022,Vivo,ORGANIC
99,9/15/2022,Realme,ORGANIC
80,9/14/2022,Samsung,ORGANIC
100,9/15/2022,Vivo,PAID
81,9/14/2022,Samsung,ORGANIC
101,9/15/2022,Vivo,PAID
102,9/15/2022,Samsung,PAID
82,9/14/2022,Itel,ORGANIC
83,9/14/2022,Itel,ORGANIC
104,9/15/2022,Samsung,PAID
84,9/14/2022,Samsung,ORGANIC
105,9/15/2022,Samsung,PAID
85,9/14/2022,Samsung,ORGANIC
106,9/15/2022,Samsung,PAID
86,9/14/2022,Xiaomi,ORGANIC
73,9/14/2022,Infinix,PAID
87,9/14/2022,Infinix,PAID
88,9/14/2022,Vivo,PAID
89,9/14/2022,Xiaomi,PAID
90,9/14/2022,Infinix,PAID
92,9/14/2022,Realme,PAID
94,9/14/2022,Vivo,PAID
93,9/14/2022,Infinix,PAID
107,9/15/2022,Realme,PAID
108,9/15/2022,Nokia,PAID
109,9/15/2022,Xiaomi,PAID
110,9/15/2022,Tecno,PAID
111,9/15/2022,Samsung,PAID
112,9/15/2022,Infinix,PAID
113,9/15/2022,Samsung,PAID
114,9/15/2022,Xiaomi,PAID
115,9/15/2022,Nokia,PAID
116,9/15/2022,Vivo,PAID
117,9/15/2022,Samsung,PAID
119,9/15/2022,Samsung,PAID
120,9/15/2022,Samsung,PAID
121,9/15/2022,Itel,PAID
118,9/15/2022,Vivo,PAID
123,9/15/2022,Samsung,PAID
124,9/15/2022,Samsung,PAID
125,9/15/2022,Infinix,PAID
126,9/15/2022,Infinix,PAID
127,9/15/2022,Samsung,PAID
128,9/15/2022,Itel,ORGANIC
103,9/15/2022,Samsung,PAID
157,9/15/2022,Vivo,ORGANIC
131,9/15/2022,Vivo,PAID
133,9/15/2022,Vivo,ORGANIC
129,9/15/2022,Xiaomi,PAID
134,9/15/2022,Vivo,PAID
135,9/15/2022,Xiaomi,PAID
136,9/15/2022,Vivo,ORGANIC
162,9/15/2022,Vivo,PAID
132,9/15/2022,Vivo,PAID
138,9/15/2022,Samsung,ORGANIC
139,9/15/2022,Tecno,ORGANIC
149,9/15/2022,Infinix,ORGANIC
163,9/15/2022,Infinix,ORGANIC
140,9/15/2022,Xiaomi,PAID
141,9/15/2022,Samsung,PAID
150,9/15/2022,Samsung,ORGANIC
143,9/15/2022,Samsung,PAID
629,9/8/2022,Samsung,PAID
158,9/15/2022,Vivo,PAID
145,9/15/2022,Infinix,ORGANIC
144,9/15/2022,Samsung,ORGANIC
122,9/15/2022,Samsung,PAID
146,9/15/2022,Samsung,PAID
147,9/15/2022,Infinix,PAID
151,9/15/2022,Dcode,ORGANIC
159,9/15/2022,Vivo,PAID
152,9/15/2022,Vivo,ORGANIC
160,9/15/2022,Vivo,PAID
161,9/15/2022,Vivo,PAID
130,9/15/2022,Samsung,PAID
153,9/15/2022,Infinix,ORGANIC
154,9/15/2022,Samsung,PAID
155,9/15/2022,Samsung,PAID
156,9/15/2022,Samsung,PAID
137,9/15/2022,Vivo,PAID
164,9/15/2022,Vivo,ORGANIC
165,9/15/2022,Vivo,PAID
167,9/15/2022,Samsung,PAID
166,9/15/2022,Vivo,PAID
168,9/15/2022,Vivo,PAID
169,9/15/2022,Samsung,PAID
170,9/15/2022,Infinix,PAID
171,9/15/2022,Samsung,ORGANIC
172,9/15/2022,Itel,ORGANIC
205,9/15/2022,Itel,PAID
173,9/15/2022,Realme,ORGANIC
194,9/15/2022,Nokia,ORGANIC
174,9/15/2022,Infinix,ORGANIC
206,9/15/2022,Nokia,ORGANIC
175,9/15/2022,Realme,ORGANIC
195,9/15/2022,Samsung,ORGANIC
176,9/15/2022,Realme,ORGANIC
212,9/15/2022,Itel,ORGANIC
196,9/15/2022,Realme,ORGANIC
207,9/15/2022,Nokia,ORGANIC
177,9/15/2022,Tecno,ORGANIC
178,9/15/2022,Vivo,PAID
179,9/15/2022,Dcode,ORGANIC
197,9/15/2022,Infinix,ORGANIC
180,9/15/2022,Samsung,PAID
181,9/15/2022,Nokia,PAID
182,9/15/2022,Vivo,PAID
183,9/15/2022,Nokia,ORGANIC
217,9/15/2022,Nokia,ORGANIC
185,9/15/2022,Infinix,ORGANIC
198,9/15/2022,Tecno,ORGANIC
186,9/15/2022,Nokia,ORGANIC
208,9/15/2022,Dcode,ORGANIC
187,9/15/2022,Nokia,ORGANIC
199,9/15/2022,Dcode,ORGANIC
184,9/15/2022,Vivo,PAID
188,9/15/2022,Itel,ORGANIC
189,9/15/2022,Infinix,ORGANIC
200,9/15/2022,Itel,ORGANIC
190,9/15/2022,Vivo,ORGANIC
209,9/15/2022,Infinix,ORGANIC
191,9/15/2022,Infinix,ORGANIC
201,9/15/2022,Vivo,ORGANIC
214,9/15/2022,Infinix,ORGANIC
210,9/15/2022,Samsung,ORGANIC
192,9/15/2022,Samsung,ORGANIC
193,9/15/2022,Itel,ORGANIC
202,9/15/2022,Nokia,ORGANIC
219,9/15/2022,Realme,ORGANIC
203,9/15/2022,Samsung,ORGANIC
211,9/15/2022,Tecno,ORGANIC
204,9/15/2022,Infinix,ORGANIC
215,9/15/2022,Vivo,ORGANIC
216,9/15/2022,Nokia,ORGANIC
218,9/15/2022,Tecno,ORGANIC
220,9/15/2022,Vivo,PAID
222,9/15/2022,Infinix,PAID
221,9/15/2022,Samsung,ORGANIC
223,9/15/2022,Samsung,PAID
224,9/15/2022,Xiaomi,PAID
226,9/15/2022,Vivo,PAID
225,9/15/2022,Infinix,PAID
227,9/15/2022,Infinix,ORGANIC
228,9/15/2022,Nokia,ORGANIC
248,9/15/2022,Nokia,ORGANIC
229,9/15/2022,Nokia,ORGANIC
260,9/15/2022,Nokia,ORGANIC
230,9/15/2022,Itel,ORGANIC
249,9/15/2022,Infinix,ORGANIC
231,9/15/2022,Dcode,ORGANIC
265,9/15/2022,Vivo,ORGANIC
232,9/15/2022,Samsung,ORGANIC
250,9/15/2022,Nokia,ORGANIC
233,9/15/2022,Samsung,ORGANIC
261,9/15/2022,Dcode,ORGANIC
234,9/15/2022,Dcode,ORGANIC
251,9/15/2022,Samsung,PAID
235,9/15/2022,Dcode,ORGANIC
236,9/15/2022,Nokia,ORGANIC
252,9/15/2022,Samsung,PAID
253,9/15/2022,Vivo,PAID
237,9/15/2022,Itel,PAID
238,9/15/2022,Samsung,ORGANIC
254,9/15/2022,Infinix,ORGANIC
239,9/15/2022,Infinix,ORGANIC
269,9/15/2022,Itel,ORGANIC
240,9/15/2022,Itel,ORGANIC
255,9/15/2022,Nokia,ORGANIC
241,9/15/2022,Nokia,ORGANIC
262,9/15/2022,Nokia,ORGANIC
242,9/15/2022,Tecno,ORGANIC
256,9/15/2022,Dcode,ORGANIC
243,9/15/2022,Nokia,ORGANIC
266,9/15/2022,Infinix,ORGANIC
244,9/15/2022,Vivo,ORGANIC
257,9/15/2022,Nokia,ORGANIC
245,9/15/2022,Nokia,ORGANIC
263,9/15/2022,Infinix,ORGANIC
246,9/15/2022,Dcode,ORGANIC
258,9/15/2022,Infinix,ORGANIC
247,9/15/2022,Infinix,ORGANIC
270,9/15/2022,Vivo,ORGANIC
264,9/15/2022,Itel,ORGANIC
259,9/15/2022,Nokia,ORGANIC
267,9/15/2022,Infinix,ORGANIC
268,9/15/2022,Vivo,ORGANIC
271,9/15/2022,Infinix,ORGANIC
272,9/15/2022,Realme,ORGANIC
273,9/15/2022,Itel,ORGANIC
274,9/15/2022,Vivo,ORGANIC
275,9/15/2022,Vivo,ORGANIC
293,9/15/2022,Vivo,PAID
276,9/15/2022,Itel,ORGANIC
298,9/15/2022,Infinix,ORGANIC
277,9/15/2022,Vivo,ORGANIC
319,9/15/2022,Samsung,ORGANIC
278,9/15/2022,Vivo,ORGANIC
299,9/15/2022,Xiaomi,ORGANIC
279,9/15/2022,Vivo,ORGANIC
309,9/15/2022,Itel,ORGANIC
281,9/15/2022,Vivo,ORGANIC
300,9/15/2022,Nokia,ORGANIC
280,9/15/2022,Realme,PAID
282,9/15/2022,Vivo,ORGANIC
315,9/15/2022,Samsung,ORGANIC
283,9/15/2022,Infinix,ORGANIC
297,9/15/2022,Vivo,ORGANIC
284,9/15/2022,Vivo,ORGANIC
301,9/15/2022,Itel,ORGANIC
285,9/15/2022,Xiaomi,ORGANIC
310,9/15/2022,Vivo,ORGANIC
286,9/15/2022,Vivo,ORGANIC
302,9/15/2022,Realme,ORGANIC
287,9/15/2022,Itel,ORGANIC
318,9/15/2022,Samsung,ORGANIC
288,9/15/2022,Tecno,ORGANIC
303,9/15/2022,Xiaomi,ORGANIC
289,9/15/2022,Samsung,ORGANIC
311,9/15/2022,Xiaomi,ORGANIC
290,9/15/2022,Itel,ORGANIC
304,9/15/2022,Nokia,ORGANIC
291,9/15/2022,Nokia,ORGANIC
316,9/15/2022,Realme,ORGANIC
292,9/15/2022,Nokia,ORGANIC
305,9/15/2022,Xiaomi,ORGANIC
312,9/15/2022,Xiaomi,ORGANIC
321,9/15/2022,Realme,ORGANIC
306,9/15/2022,Vivo,ORGANIC
295,9/15/2022,Vivo,ORGANIC
294,9/15/2022,Vivo,ORGANIC
296,9/15/2022,Realme,ORGANIC
313,9/15/2022,Dcode,ORGANIC
320,9/15/2022,Samsung,ORGANIC
307,9/15/2022,Samsung,ORGANIC
317,9/15/2022,Itel,ORGANIC
308,9/15/2022,Nokia,ORGANIC
314,9/15/2022,Xiaomi,ORGANIC
322,9/15/2022,Realme,ORGANIC
323,9/15/2022,Samsung,ORGANIC
324,9/15/2022,Nokia,ORGANIC
325,9/15/2022,Xiaomi,ORGANIC
367,9/15/2022,Xiaomi,ORGANIC
326,9/15/2022,Nokia,ORGANIC
348,9/15/2022,Infinix,PAID
327,9/15/2022,Samsung,PAID
328,9/15/2022,Tecno,PAID
329,9/15/2022,Vivo,PAID
330,9/15/2022,Infinix,ORGANIC
350,9/15/2022,Realme,ORGANIC
331,9/15/2022,Xiaomi,ORGANIC
358,9/15/2022,Infinix,PAID
332,9/15/2022,Realme,ORGANIC
351,9/15/2022,Realme,ORGANIC
333,9/15/2022,Tecno,PAID
335,9/15/2022,Samsung,ORGANIC
361,9/15/2022,Samsung,ORGANIC
336,9/15/2022,Samsung,ORGANIC
352,9/15/2022,Nokia,ORGANIC
337,9/15/2022,Xiaomi,ORGANIC
338,9/15/2022,Vivo,ORGANIC
353,9/15/2022,Itel,ORGANIC
339,9/15/2022,Vivo,ORGANIC
362,9/15/2022,Nokia,ORGANIC
340,9/15/2022,Itel,ORGANIC
354,9/15/2022,Xiaomi,ORGANIC
341,9/15/2022,Vivo,ORGANIC
342,9/15/2022,Realme,ORGANIC
355,9/15/2022,Vivo,PAID
343,9/15/2022,Realme,ORGANIC
356,9/15/2022,Realme,ORGANIC
344,9/15/2022,Xiaomi,ORGANIC
363,9/15/2022,Tecno,PAID
345,9/15/2022,Xiaomi,ORGANIC
357,9/15/2022,Itel,ORGANIC
346,9/15/2022,Nokia,ORGANIC
347,9/15/2022,Vivo,ORGANIC
364,9/15/2022,Realme,PAID
349,9/15/2022,Vivo,ORGANIC
359,9/15/2022,Xiaomi,ORGANIC
369,9/15/2022,Xiaomi,ORGANIC
360,9/15/2022,Nokia,ORGANIC
334,9/15/2022,Samsung,PAID
366,9/15/2022,Infinix,PAID
371,9/15/2022,Samsung,ORGANIC
368,9/15/2022,Xiaomi,ORGANIC
370,9/15/2022,Realme,ORGANIC
372,9/15/2022,Samsung,ORGANIC
373,9/15/2022,Xiaomi,PAID
374,9/15/2022,Samsung,PAID
375,9/15/2022,Tecno,PAID
376,9/15/2022,Infinix,ORGANIC
377,9/15/2022,Samsung,PAID
403,9/16/2022,Samsung,PAID
378,9/15/2022,Samsung,ORGANIC
379,9/15/2022,Samsung,ORGANIC
412,9/16/2022,Realme,PAID
380,9/15/2022,Xiaomi,PAID
381,9/15/2022,Xiaomi,ORGANIC
382,9/15/2022,Vivo,PAID
383,9/15/2022,Samsung,PAID
384,9/15/2022,Realme,PAID
385,9/15/2022,Samsung,PAID
386,9/15/2022,Samsung,PAID
387,9/15/2022,Samsung,PAID
388,9/15/2022,Samsung,PAID
389,9/15/2022,Vivo,PAID
390,9/15/2022,Samsung,PAID
391,9/15/2022,Infinix,PAID
392,9/15/2022,Tecno,ORGANIC
393,9/15/2022,Samsung,PAID
394,9/15/2022,Samsung,PAID
395,9/15/2022,Vivo,PAID
396,9/15/2022,Vivo,PAID
397,9/15/2022,Samsung,PAID
405,9/16/2022,Itel,ORGANIC
398,9/15/2022,Vivo,PAID
401,9/15/2022,Samsung,PAID
400,9/15/2022,Vivo,ORGANIC
402,9/15/2022,Nokia,PAID
406,9/16/2022,Tecno,ORGANIC
414,9/16/2022,Vivo,ORGANIC
407,9/16/2022,Realme,ORGANIC
415,9/16/2022,Samsung,ORGANIC
408,9/16/2022,Vivo,ORGANIC
409,9/16/2022,Xiaomi,ORGANIC
421,9/16/2022,Infinix,ORGANIC
410,9/16/2022,Infinix,ORGANIC
416,9/16/2022,Vivo,ORGANIC
411,9/16/2022,Tecno,ORGANIC
426,9/16/2022,Vivo,ORGANIC
417,9/16/2022,Realme,PAID
419,9/16/2022,Realme,ORGANIC
420,9/16/2022,Vivo,ORGANIC
422,9/16/2022,Xiaomi,ORGANIC
418,9/16/2022,Tecno,PAID
423,9/16/2022,Samsung,PAID
425,9/16/2022,Vivo,ORGANIC
424,9/16/2022,Samsung,ORGANIC
413,9/16/2022,Samsung,PAID
399,9/15/2022,Infinix,PAID
427,9/16/2022,Xiaomi,ORGANIC
428,9/16/2022,Xiaomi,ORGANIC
429,9/16/2022,Tecno,ORGANIC
458,9/16/2022,Samsung,PAID
430,9/16/2022,Samsung,PAID
431,9/16/2022,Vivo,PAID
432,9/16/2022,Realme,ORGANIC
433,9/16/2022,Infinix,ORGANIC
459,9/16/2022,Vivo,PAID
434,9/16/2022,Samsung,PAID
435,9/16/2022,Vivo,PAID
436,9/16/2022,Vivo,ORGANIC
437,9/16/2022,Vivo,PAID
438,9/16/2022,Samsung,ORGANIC
439,9/16/2022,Xiaomi,PAID
440,9/16/2022,Vivo,PAID
441,9/16/2022,Vivo,PAID
442,9/16/2022,Samsung,PAID
448,9/16/2022,Realme,PAID
444,9/16/2022,Infinix,PAID
457,9/16/2022,Samsung,PAID
446,9/16/2022,Vivo,PAID
447,9/16/2022,Samsung,PAID
449,9/16/2022,Vivo,PAID
450,9/16/2022,Vivo,PAID
451,9/16/2022,Nokia,PAID
452,9/16/2022,Vivo,PAID
453,9/16/2022,Vivo,PAID
454,9/16/2022,Infinix,PAID
467,9/16/2022,Xiaomi,PAID
456,9/16/2022,Samsung,PAID
460,9/16/2022,Vivo,PAID
462,9/16/2022,Xiaomi,PAID
461,9/16/2022,Itel,PAID
463,9/16/2022,Vivo,ORGANIC
455,9/16/2022,Vivo,PAID
464,9/16/2022,Realme,PAID
465,9/16/2022,Vivo,PAID
466,9/16/2022,Infinix,PAID
469,9/16/2022,Vivo,ORGANIC
470,9/16/2022,Infinix,PAID
471,9/16/2022,Samsung,PAID
468,9/16/2022,Vivo,PAID
472,9/16/2022,Samsung,PAID
473,9/16/2022,Xiaomi,PAID
474,9/16/2022,Samsung,PAID
475,9/16/2022,Samsung,PAID
476,9/16/2022,Vivo,PAID
477,9/16/2022,Samsung,ORGANIC
445,9/16/2022,Infinix,PAID
478,9/16/2022,Infinix,ORGANIC
479,9/16/2022,Nokia,ORGANIC
751,9/17/2022,Samsung,PAID
800,9/17/2022,Vivo,PAID
758,9/17/2022,Vivo,PAID
760,9/17/2022,Xiaomi,ORGANIC
764,9/17/2022,Samsung,PAID
767,9/17/2022,Samsung,ORGANIC
779,9/17/2022,Infinix,ORGANIC
780,9/17/2022,Infinix,ORGANIC
781,9/17/2022,Xiaomi,ORGANIC
783,9/17/2022,Vivo,PAID
786,9/17/2022,Nokia,ORGANIC
785,9/17/2022,Samsung,PAID
787,9/17/2022,Samsung,ORGANIC
789,9/17/2022,Vivo,ORGANIC
801,9/17/2022,Samsung,PAID
790,9/17/2022,Tecno,ORGANIC
802,9/17/2022,Samsung,PAID
791,9/17/2022,Itel,ORGANIC
788,9/17/2022,Samsung,PAID
795,9/17/2022,Samsung,PAID
797,9/17/2022,Samsung,PAID
799,9/17/2022,Samsung,PAID
805,9/17/2022,Nokia,ORGANIC
807,9/17/2022,Samsung,ORGANIC
825,9/17/2022,Realme,ORGANIC
809,9/17/2022,Infinix,ORGANIC
806,9/17/2022,Samsung,PAID
810,9/17/2022,Xiaomi,ORGANIC
811,9/17/2022,Nokia,ORGANIC
813,9/17/2022,Xiaomi,ORGANIC
814,9/17/2022,Tecno,PAID
815,9/17/2022,Infinix,ORGANIC
817,9/17/2022,Infinix,ORGANIC
818,9/17/2022,Samsung,PAID
819,9/17/2022,Vivo,ORGANIC
827,9/17/2022,Realme,ORGANIC
821,9/17/2022,Vivo,ORGANIC
820,9/17/2022,Vivo,ORGANIC
822,9/17/2022,Realme,ORGANIC
823,9/17/2022,Xiaomi,ORGANIC
826,9/17/2022,Vivo,ORGANIC
824,9/17/2022,Realme,ORGANIC
828,9/17/2022,Realme,ORGANIC
829,9/17/2022,Samsung,PAID
832,9/17/2022,Vivo,ORGANIC
830,9/17/2022,Itel,ORGANIC
831,9/17/2022,Realme,ORGANIC
812,9/17/2022,Realme,ORGANIC
808,9/17/2022,Xiaomi,ORGANIC
480,9/16/2022,Vivo,ORGANIC
481,9/16/2022,Infinix,ORGANIC
482,9/16/2022,Xiaomi,ORGANIC
483,9/16/2022,Samsung,ORGANIC
484,9/16/2022,Vivo,ORGANIC
485,9/16/2022,Realme,ORGANIC
486,9/16/2022,Itel,ORGANIC
487,9/16/2022,Itel,ORGANIC
488,9/16/2022,Itel,ORGANIC
489,9/16/2022,Vivo,ORGANIC
490,9/16/2022,Vivo,ORGANIC
491,9/16/2022,Realme,ORGANIC
492,9/16/2022,Realme,ORGANIC
493,9/16/2022,Xiaomi,ORGANIC
494,9/16/2022,Realme,ORGANIC
495,9/16/2022,Realme,ORGANIC
496,9/16/2022,Realme,ORGANIC
497,9/16/2022,Vivo,ORGANIC
498,9/16/2022,Vivo,ORGANIC
499,9/16/2022,Vivo,ORGANIC
500,9/16/2022,Vivo,ORGANIC
501,9/16/2022,Realme,ORGANIC
502,9/16/2022,Itel,ORGANIC
503,9/16/2022,Samsung,ORGANIC
504,9/16/2022,Realme,ORGANIC
505,9/16/2022,Vivo,ORGANIC
506,9/16/2022,Realme,ORGANIC
507,9/16/2022,Vivo,ORGANIC
508,9/16/2022,Realme,ORGANIC
